Username,Repo_Name,Repo_Url,Stars
bitcoin,bitcoin,https://www.github.com/bitcoin/bitcoin,62500
ccxt,ccxt,https://www.github.com/ccxt/ccxt,23700
HelloZeroNet,ZeroNet,https://www.github.com/HelloZeroNet/ZeroNet,17400
freqtrade,freqtrade,https://www.github.com/freqtrade/freqtrade,16700
askmike,gekko,https://www.github.com/askmike/gekko,9900
bbfamily,abu,https://www.github.com/bbfamily/abu,8900
solana-labs,solana,https://www.github.com/solana-labs/solana,7600
lbryio,lbry-sdk,https://www.github.com/lbryio/lbry-sdk,7100
dvf,blockchain,https://www.github.com/dvf/blockchain,6800
yeasy,blockchain_guide,https://www.github.com/yeasy/blockchain_guide,6000
lightningnetwork,lnd,https://www.github.com/lightningnetwork/lnd,5900
spesmilo,electrum,https://www.github.com/spesmilo/electrum,5600
butor,blackbird,https://www.github.com/butor/blackbird,5500
btcsuite,btcd,https://www.github.com/btcsuite/btcd,4700
bitcoinjs,bitcoinjs-lib,https://www.github.com/bitcoinjs/bitcoinjs-lib,4500
bitcoinj,bitcoinj,https://www.github.com/bitcoinj/bitcoinj,4200
bisq-network,bisq,https://www.github.com/bisq-network/bisq,3900
CryptoSignal,Crypto-Signal,https://www.github.com/CryptoSignal/Crypto-Signal,3900
michaelgrosner,tribeca,https://www.github.com/michaelgrosner/tribeca,3700
jesse-ai,jesse,https://www.github.com/jesse-ai/jesse,3700
coinpride,CryptoList,https://www.github.com/coinpride/CryptoList,3700
Scanate,EthList,https://www.github.com/Scanate/EthList,3600
RomelTorres,alpha_vantage,https://www.github.com/RomelTorres/alpha_vantage,3600
Zheaoli,awesome-coins,https://www.github.com/Zheaoli/awesome-coins,3500
bitpay,wallet,https://www.github.com/bitpay/wallet,3400
btcpayserver,btcpayserver,https://www.github.com/btcpayserver/btcpayserver,3400
Jeiwan,blockchain_go,https://www.github.com/Jeiwan/blockchain_go,3300
SqueezerIO,squeezer,https://www.github.com/SqueezerIO/squeezer,3300
cointop-sh,cointop,https://www.github.com/cointop-sh/cointop,3100
bitcoin-wallet,bitcoin-wallet,https://www.github.com/bitcoin-wallet/bitcoin-wallet,2800
