Username,Repo_Name,Repo_Url,Stars
aspnetboilerplate,aspnetboilerplate,https://www.github.com/aspnetboilerplate/aspnetboilerplate,10200
dotnet,AspNetCore.Docs,https://www.github.com/dotnet/AspNetCore.Docs,10200
bitwarden,server,https://www.github.com/bitwarden/server,9400
nopSolutions,nopCommerce,https://www.github.com/nopSolutions/nopCommerce,7100
ElectronNET,Electron.NET,https://www.github.com/ElectronNET/Electron.NET,6200
RicoSuter,NSwag,https://www.github.com/RicoSuter/NSwag,5000
thangchung,clean-code-dotnet,https://www.github.com/thangchung/clean-code-dotnet,4800
JimBobSquarePants,ImageProcessor,https://www.github.com/JimBobSquarePants/ImageProcessor,2500
smartstore,SmartStoreNET,https://www.github.com/smartstore/SmartStoreNET,2400
dotnet,aspnet-api-versioning,https://www.github.com/dotnet/aspnet-api-versioning,2200
loic-sharma,BaGet,https://www.github.com/loic-sharma/BaGet,2000
mjebrahimi,Awesome-Microservices-DotNet,https://www.github.com/mjebrahimi/Awesome-Microservices-DotNet,1700
TrilonIO,aspnetcore-angular-universal,https://www.github.com/TrilonIO/aspnetcore-angular-universal,1500
TrilonIO,aspnetcore-Vue-starter,https://www.github.com/TrilonIO/aspnetcore-Vue-starter,1200
lampo1024,DncZeus,https://www.github.com/lampo1024/DncZeus,1200
MarimerLLC,csla,https://www.github.com/MarimerLLC/csla,993
riganti,dotvvm,https://www.github.com/riganti/dotvvm,601
cornflourblue,aspnet-core-3-jwt-authentication-api,https://www.github.com/cornflourblue/aspnet-core-3-jwt-authentication-api,593
json-api-dotnet,JsonApiDotNetCore,https://www.github.com/json-api-dotnet/JsonApiDotNetCore,548
antonioCoco,SharPyShell,https://www.github.com/antonioCoco/SharPyShell,534
chsakell,mvcarchitecture,https://www.github.com/chsakell/mvcarchitecture,453
brthor,Gofer.NET,https://www.github.com/brthor/Gofer.NET,436
YAFNET,YAFNET,https://www.github.com/YAFNET/YAFNET,425
IvanJosipovic,BlazorTable,https://www.github.com/IvanJosipovic/BlazorTable,385
Maarten88,rrod,https://www.github.com/Maarten88/rrod,378
SapphireDb,SapphireDb,https://www.github.com/SapphireDb/SapphireDb,370
Taritsyn,WebMarkupMin,https://www.github.com/Taritsyn/WebMarkupMin,355
chsakell,aspnet-core-identity,https://www.github.com/chsakell/aspnet-core-identity,341
EEParker,aspnetcore-vueclimiddleware,https://www.github.com/EEParker/aspnetcore-vueclimiddleware,322
smartstore,Smartstore,https://www.github.com/smartstore/Smartstore,289
