Username,Repo_Name,Repo_Url,Stars
sindresorhus,awesome,https://www.github.com/sindresorhus/awesome,80200
vinta,awesome-python,https://www.github.com/vinta/awesome-python,19800
awesome-selfhosted,awesome-selfhosted,https://www.github.com/awesome-selfhosted/awesome-selfhosted,17200
avelino,awesome-go,https://www.github.com/avelino/awesome-go,16100
trimstray,the-book-of-secret-knowledge,https://www.github.com/trimstray/the-book-of-secret-knowledge,13900
papers-we-love,papers-we-love,https://www.github.com/papers-we-love/papers-we-love,13000
521xueweihan,HelloGitHub,https://www.github.com/521xueweihan/HelloGitHub,12400
Hack-with-Github,Awesome-Hacking,https://www.github.com/Hack-with-Github/Awesome-Hacking,10900
jaywcjlove,awesome-mac,https://www.github.com/jaywcjlove/awesome-mac,9100
DopplerHQ,awesome-interview-questions,https://www.github.com/DopplerHQ/awesome-interview-questions,8400
sindresorhus,awesome-nodejs,https://www.github.com/sindresorhus/awesome-nodejs,7700
wasabeef,awesome-android-ui,https://www.github.com/wasabeef/awesome-android-ui,7100
Solido,awesome-flutter,https://www.github.com/Solido/awesome-flutter,6400
prakhar1989,awesome-courses,https://www.github.com/prakhar1989/awesome-courses,5100
MunGell,awesome-for-beginners,https://www.github.com/MunGell/awesome-for-beginners,4900
vsouza,awesome-ios,https://www.github.com/vsouza/awesome-ios,4800
binhnguyennus,awesome-scalability,https://www.github.com/binhnguyennus/awesome-scalability,4700
fffaraz,awesome-cpp,https://www.github.com/fffaraz/awesome-cpp,4600
tiimgreen,github-cheat-sheet,https://www.github.com/tiimgreen/github-cheat-sheet,4600
dypsilon,frontend-dev-bookmarks,https://www.github.com/dypsilon/frontend-dev-bookmarks,4600
akullpp,awesome-java,https://www.github.com/akullpp/awesome-java,4400
serhii-londar,open-source-mac-os-apps,https://www.github.com/serhii-londar/open-source-mac-os-apps,4100
dkhamsing,open-source-ios-apps,https://www.github.com/dkhamsing/open-source-ios-apps,4100
brillout,awesome-react-components,https://www.github.com/brillout/awesome-react-components,3800
ziadoz,awesome-php,https://www.github.com/ziadoz/awesome-php,3500
herrbischoff,awesome-macos-command-line,https://www.github.com/herrbischoff/awesome-macos-command-line,3500
rust-unofficial,awesome-rust,https://www.github.com/rust-unofficial/awesome-rust,3300
goabstract,Awesome-Design-Tools,https://www.github.com/goabstract/Awesome-Design-Tools,3200
alebcay,awesome-shell,https://www.github.com/alebcay/awesome-shell,3100
sindresorhus,awesome-electron,https://www.github.com/sindresorhus/awesome-electron,2800
