Username,Repo_Name,Repo_Url,Stars
bregman-arie,devops-exercises,https://www.github.com/bregman-arie/devops-exercises,80200
microsoft,recommenders,https://www.github.com/microsoft/recommenders,19800
ramitsurana,awesome-kubernetes,https://www.github.com/ramitsurana/awesome-kubernetes,17200
pulumi,pulumi,https://www.github.com/pulumi/pulumi,16100
Azure,azure-quickstart-templates,https://www.github.com/Azure/azure-quickstart-templates,13900
mozilla,sops,https://www.github.com/mozilla/sops,13000
microsoft,computervision-recipes,https://www.github.com/microsoft/computervision-recipes,12400
caprover,caprover,https://www.github.com/caprover/caprover,10900
google,go-cloud,https://www.github.com/google/go-cloud,9100
microsoft,azuredatastudio,https://www.github.com/microsoft/azuredatastudio,8400
node-formidable,formidable,https://www.github.com/node-formidable/formidable,7700
infracost,infracost,https://www.github.com/infracost/infracost,7100
midwayjs,midway,https://www.github.com/midwayjs/midway,6400
thangchung,clean-code-dotnet,https://www.github.com/thangchung/clean-code-dotnet,5100
budtmo,docker-android,https://www.github.com/budtmo/docker-android,4900
aquasecurity,tfsec,https://www.github.com/aquasecurity/tfsec,4800
nccgroup,ScoutSuite,https://www.github.com/nccgroup/ScoutSuite,4700
cloud-custodian,cloud-custodian,https://www.github.com/cloud-custodian/cloud-custodian,4600
bridgecrewio,checkov,https://www.github.com/bridgecrewio/checkov,4600
Azure,autorest,https://www.github.com/Azure/autorest,4600
simov,grant,https://www.github.com/simov/grant,4400
Azure,azure-sdk-for-net,https://www.github.com/Azure/azure-sdk-for-net,4100
microsoft,SynapseML,https://www.github.com/microsoft/SynapseML,4100
hashicorp,terraform-provider-azurerm,https://www.github.com/hashicorp/terraform-provider-azurerm,3800
Azure,azure-powershell,https://www.github.com/Azure/azure-powershell,3500
Azure,azure-cli,https://www.github.com/Azure/azure-cli,3500
Azure,MachineLearningNotebooks,https://www.github.com/Azure/MachineLearningNotebooks,3300
mlabouardy,komiser,https://www.github.com/mlabouardy/komiser,3200
APIs-guru,openapi-directory,https://www.github.com/APIs-guru/openapi-directory,3100
Azure,azure-sdk-for-python,https://www.github.com/Azure/azure-sdk-for-python,2800
