Username,Repo_Name,Repo_Url,Stars
ovity,octotree,https://www.github.com/ovity/octotree,80200
gitpod-io,gitpod,https://www.github.com/gitpod-io/gitpod,19800
reviewdog,reviewdog,https://www.github.com/reviewdog/reviewdog,17200
danger,danger,https://www.github.com/danger/danger,16100
danger,danger-js,https://www.github.com/danger/danger-js,13900
joho,awesome-code-review,https://www.github.com/joho/awesome-code-review,13000
ajinabraham,nodejsscan,https://www.github.com/ajinabraham/nodejsscan,12400
houndci,hound,https://www.github.com/houndci/hound,10900
mbj,mutant,https://www.github.com/mbj/mutant,9100
microsoft,vscode-pull-request-github,https://www.github.com/microsoft/vscode-pull-request-github,8400
crev-dev,cargo-crev,https://www.github.com/crev-dev/cargo-crev,7700
reviewboard,reviewboard,https://www.github.com/reviewboard/reviewboard,7100
ryanmcdermott,code-review-tips,https://www.github.com/ryanmcdermott/code-review-tips,6400
bit4woo,python_sec,https://www.github.com/bit4woo/python_sec,5100
Tencent,CodeAnalysis,https://www.github.com/Tencent/CodeAnalysis,4900
code-review-checklists,java-concurrency,https://www.github.com/code-review-checklists/java-concurrency,4800
jiangsir404,Audit-Learning,https://www.github.com/jiangsir404/Audit-Learning,4700
TeamCodeStream,codestream,https://www.github.com/TeamCodeStream/codestream,4600
enlightn,enlightn,https://www.github.com/enlightn/enlightn,4600
palantir,policy-bot,https://www.github.com/palantir/policy-bot,4600
bsamseth,cpp-project,https://www.github.com/bsamseth/cpp-project,4400
uwolfer,gerrit-intellij-plugin,https://www.github.com/uwolfer/gerrit-intellij-plugin,4100
mookid,diffr,https://www.github.com/mookid/diffr,4100
mgreiler,code-review-checklist,https://www.github.com/mgreiler/code-review-checklist,3800
JetBrains,Qodana,https://www.github.com/JetBrains/Qodana,3500
dpnishant,raptor,https://www.github.com/dpnishant/raptor,3500
sjparkinson,static-review,https://www.github.com/sjparkinson/static-review,3300
wandersoncferreira,code-review,https://www.github.com/wandersoncferreira/code-review,3200
burrito-brothers,shiba,https://www.github.com/burrito-brothers/shiba,3100
charignon,github-review,https://www.github.com/charignon/github-review,2800
