Username,Repo_Name,Repo_Url,Stars
arendst,Tasmota,https://www.github.com/arendst/Tasmota,80200
MarlinFirmware,Marlin,https://www.github.com/MarlinFirmware/Marlin,19800
arduino,Arduino,https://www.github.com/arduino/Arduino,17200
rwaldron,johnny-five,https://www.github.com/rwaldron/johnny-five,16100
SpacehuhnTech,esp8266_deauther,https://www.github.com/SpacehuhnTech/esp8266_deauther,13900
tinygo-org,tinygo,https://www.github.com/tinygo-org/tinygo,13000
espressif,arduino-esp32,https://www.github.com/espressif/arduino-esp32,12400
hybridgroup,gobot,https://www.github.com/hybridgroup/gobot,10900
gurugio,lowlevelprogramming-university,https://www.github.com/gurugio/lowlevelprogramming-university,9100
platformio,platformio-core,https://www.github.com/platformio/platformio-core,8400
bblanchon,ArduinoJson,https://www.github.com/bblanchon/ArduinoJson,7700
tzapu,WiFiManager,https://www.github.com/tzapu/WiFiManager,7100
hybridgroup,cylon,https://www.github.com/hybridgroup/cylon,6400
Arduino-IRremote,Arduino-IRremote,https://www.github.com/Arduino-IRremote/Arduino-IRremote,5100
blynkkk,blynk-library,https://www.github.com/blynkkk/blynk-library,4900
arduino,arduino-cli,https://www.github.com/arduino/arduino-cli,4800
NectarJS,nectarjs,https://www.github.com/NectarJS/nectarjs,4700
olikraus,u8g2,https://www.github.com/olikraus/u8g2,4600
gioblu,PJON,https://www.github.com/gioblu/PJON,4600
1technophile,OpenMQTTGateway,https://www.github.com/1technophile/OpenMQTTGateway,4600
Serial-Studio,Serial-Studio,https://www.github.com/Serial-Studio/Serial-Studio,4400
scottlawsonbc,audio-reactive-led-strip,https://www.github.com/scottlawsonbc/audio-reactive-led-strip,4100
isl-org,OpenBot,https://www.github.com/isl-org/OpenBot,4100
scottbez1,splitflap,https://www.github.com/scottbez1/splitflap,3800
crankyoldgit,IRremoteESP8266,https://www.github.com/crankyoldgit/IRremoteESP8266,3500
nRF24,RF24,https://www.github.com/nRF24/RF24,3500
stm32duino,Arduino_Core_STM32,https://www.github.com/stm32duino/Arduino_Core_STM32,3300
Bodmer,TFT_eSPI,https://www.github.com/Bodmer/TFT_eSPI,3200
blinker-iot,blinker-library,https://www.github.com/blinker-iot/blinker-library,3100
ThingPulse,esp8266-oled-ssd1306,https://www.github.com/ThingPulse/esp8266-oled-ssd1306,2800
